C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2016/02/03,16:15:07,0000000268357547,DISPATCHSCADA,0000000268357541
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BLUFF1,26.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BOCORWF1,24.98
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR1,154
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR2,151.80
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR3,152.400010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR5,134.931260
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR6,136.472120
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BRAEMAR7,133.944310
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BROKENH1,39.832280
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BW01,577.823970
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BW02,575.765690
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BW03,542.046940
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",BW04,578.837040
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CALL_B_1,310.100010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CALL_B_2,314.700010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CETHANA,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CG1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CG2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CG3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CG4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CLEMGPWF,27.013130
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CPP_3,372.350010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CPP_4,375.925020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",CPSA,132.070010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DARTM1,114.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DDPS1,576.096010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DEVILS_G,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DG_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DG_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DG_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DG_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DG_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DRYCGT1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DRYCGT2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",DRYCGT3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",EILDON1,38.24
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",EILDON2,0.04
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ER01,585
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ER02,583.825070
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ER03,581.224980
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ER04,583.924930
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",FISHER,32.98
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GORDON,211.172040
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE1,160.1250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE3,159.774990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE4,160.1250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE5,160.30
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GSTONE6,161.8750
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GULLRWF1,21.032320
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GUNNING1,2.004640
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",GUTHEGA,31.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HALLWF1,49.52
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HALLWF2,29.69
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HUMENSW,23.6628
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HUMEV,-0.54
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HVGTS,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS1,213
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS2,214
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS4,177
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS6,157
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS7,190
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",HWPS8,189
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JBUTTERS,130.989990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLA01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLA02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLA03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLA04,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLB01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLB02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",JLB03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",KAREEYA1,17.9225
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",KAREEYA2,18.0725
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",KAREEYA3,18.0075
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",KAREEYA4,18
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",KPP_1,694.200010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LADBROK1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LADBROK2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LD01,414.037540
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LD02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LD03,379.912510
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LD04,418.1813
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LEM_WIL,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LI_WY_CA,75.742070
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LKBONNY2,66.646950
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LKBONNY3,13.285640
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LK_ECHO,25.950010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LNGS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LNGS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LONSDALE,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LOYYB1,534.960750
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LOYYB2,531.953190
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LYA1,543
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LYA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LYA3,531
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",LYA4,533
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MACARTH1,338.770020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MACKAYGT,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MACKNTSH,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MCKAY1,0.13
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MEADOWBK,15.204560
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MERCER01,84.2850
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MINTARO,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MOR1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MOR2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MOR3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MORTLK11,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MORTLK12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MP1,645.599980
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MP2,664.1250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MPP_1,377.25
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MPP_2,351.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MSTUART1,135.675250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MSTUART2,136.773210
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MSTUART3,0.997270
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MURRAY,404.362490
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",MUSSELR1,3
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",NBHWF1,77.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",NPS,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",NPS1,264.766570
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",NPS2,250.117780
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",NYNGAN1,65.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",OAKEY1,146.97
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",OAKEY2,147.78
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",OAKLAND1,58.30
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",OSB-AG,149.1586
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",PLAYB-AG,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",POAT110,33.26
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",POAT220,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",POR01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",POR03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",PPCCGT,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",PTSTAN1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",PUMP1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",PUMP2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",QPS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",QPS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",QPS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",QPS4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",QPS5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",REECE1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",REECE2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ROMA_7,30.643240
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",ROMA_8,29.912350
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_SA6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC10,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC11,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC7,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC8,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",RT_VIC9,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SHGEN,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SHPUMP,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SITHE01,160.828960
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SNOWNTH1,79.60
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SNOWSTH1,85.70
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SNOWTWN1,54.3516
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SNOWYP,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SNUG1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",STAN-1,283.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",STAN-2,227.400010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",STAN-3,226
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",STAN-4,285.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",SWAN_E,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TALWA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARALGA1,46.9050
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARONG#1,318.300020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARONG#2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARONG#3,320
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARONG#4,319
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TARRALEA,21
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TNPS1,359.500030
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRA3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRA4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRB1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRB2,40.31
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRB3,39.91
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TORRB4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TREVALLN,98.410030
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TRIBUTE,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TUMUT3,251.801320
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TUNGATIN,71.710010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TVCC201,203.19
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",TVPP104,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",UPPTUMUT,443.337550
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",URANQ11,145
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",URANQ12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",URANQ13,146.75
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",URANQ14,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VP5,603.299990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VP6,453.875030
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",VPGS6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",W/HOE#1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",W/HOE#2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",WATERLWF,32.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",WKIEWA1,14
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",WKIEWA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",WOODLWN1,45.539990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YABULU,83.070010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YABULU2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YARWUN_1,156.67
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YWPS1,382.455690
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YWPS2,361.151890
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YWPS3,365.598720
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:20:00",YWPS4,384.511380
C,"END OF REPORT",275
