C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2016/02/03,15:35:08,0000000268356612,DISPATCHSCADA,0000000268356606
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BRAEMAR2,146.200010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BRAEMAR3,148.200010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BRAEMAR5,135.273670
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BRAEMAR6,136.8246
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BRAEMAR7,134.830550
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BROKENH1,26.418210
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BW01,573.707280
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BW02,576.7785
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BW03,535.904480
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",BW04,574.752930
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CALL_B_1,308.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CALL_B_2,313.800020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CETHANA,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CG1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CG2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CG3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CG4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CLEMGPWF,29.966570
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CPP_3,353.925020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CPP_4,399.575010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",CPSA,132.070010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DARTM1,107.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DDPS1,574.557860
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DEVILS_G,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DG_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DG_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DG_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DG_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DG_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DRYCGT1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DRYCGT2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",DRYCGT3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",EILDON1,36.96
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",EILDON2,0.04
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ER01,597.325070
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ER02,597.6250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ER03,587.175050
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ER04,597.275020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",FISHER,33.64
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GORDON,210.775220
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE1,160.1250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE3,159.774990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE4,159.774990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE5,160.474990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GSTONE6,162.224990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GULLRWF1,1.064940
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GUNNING1,-0.093290
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",GUTHEGA,31.100010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HALLWF1,44.13
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HALLWF2,27.70
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HUMENSW,23.514750
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HUMEV,-0.48
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HVGTS,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS1,214
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS2,214
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS4,177
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS5,5
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS6,157
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS7,190
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",HWPS8,189
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JBUTTERS,129.42
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLA01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLA02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLA03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLA04,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLB01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLB02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",JLB03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",KAREEYA1,17.96
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",KAREEYA2,18.0125
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",KAREEYA3,18.0125
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",KAREEYA4,17.9125
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",KPP_1,687.599980
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LADBROK1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LADBROK2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LD01,412.424930
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LD02,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LD03,378.5625
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LD04,419.793760
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LEM_WIL,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LI_WY_CA,77.676710
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LKBONNY2,86.127910
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LKBONNY3,12.001730
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LK_ECHO,23.730010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LNGS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LNGS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LONSDALE,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LOYYB1,533.080990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LOYYB2,528.569640
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LYA1,536
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LYA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LYA3,531
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",LYA4,544
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MACARTH1,299.140010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MACKAYGT,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MACKNTSH,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MCKAY1,0.0750
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MEADOWBK,15.690420
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MERCER01,76.6140
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MINTARO,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MOR1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MOR2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MOR3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MORTLK11,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MORTLK12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MP1,646.424930
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MP2,663.074950
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MPP_1,348
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MPP_2,350
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MSTUART1,135.2047
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MSTUART2,123.5978
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MSTUART3,0.997270
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MURRAY,451.601350
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",MUSSELR1,11.70
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",NBHWF1,89
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",NPS,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",NPS1,264.766570
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",NPS2,249.141190
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",NYNGAN1,81.75
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",OAKEY1,147.150010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",OAKEY2,147.78
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",OAKLAND1,57.90
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",OSB-AG,148.620250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",PLAYB-AG,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",POAT110,57.330010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",POAT220,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",POR01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",POR03,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",PPCCGT,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",PTSTAN1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",PUMP1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",PUMP2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",QPS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",QPS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",QPS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",QPS4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",QPS5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",REECE1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",REECE2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ROMA_7,30.643240
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",ROMA_8,29.912350
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_QLD1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_SA6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC10,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC11,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC7,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC8,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",RT_VIC9,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SHGEN,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SHPUMP,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SITHE01,160.882950
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SNOWNTH1,114.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SNOWSTH1,83.40
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SNOWTWN1,73.792450
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SNOWYP,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SNUG1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",STAN-1,320
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",STAN-2,254.20
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",STAN-3,223.20
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",STAN-4,315
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",SWAN_E,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TALWA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARALGA1,10.676250
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARONG#1,290.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARONG#2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARONG#3,285.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARONG#4,291.300020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TARRALEA,21
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TNPS1,359.500030
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRA1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRA3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRA4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRB1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRB2,39.70
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRB3,40.75
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TORRB4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TREVALLN,98.760030
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TRIBUTE,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TUMUT3,250.194240
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TUNGATIN,72.840010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TVCC201,202.679990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",TVPP104,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",UPPTUMUT,435.757630
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",URANQ11,144.112490
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",URANQ12,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",URANQ13,147.543730
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",URANQ14,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VP5,603.575010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VP6,526.25
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS5,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",VPGS6,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",W/HOE#1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",W/HOE#2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",WATERLWF,29.20
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",WKIEWA1,13.80
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",WKIEWA2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",WOODLWN1,36.2070
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YABULU,83.340010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YABULU2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YARWUN_1,156.67
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YWPS1,380.450620
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YWPS2,358.144320
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YWPS3,364.751890
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 15:40:00",YWPS4,383.946840
C,"END OF REPORT",275
